,filepath,label
6899,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-108332930_jpg.rf.a90dc53f1170c63cf44ce9edd5a36963.jpg,cat - scottishfold
6900,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-108332930_jpg.rf.d9c851499cdbc2fbce176883f5219807.jpg,cat - scottishfold
6901,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-151184573_jpg.rf.5902dbd4940a9c321c79f62b79427f56.jpg,cat - scottishfold
6902,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-151184573_jpg.rf.73989279e020a08ce3359d4c9afe79fc.jpg,cat - scottishfold
6903,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-151184573_jpg.rf.dcadafe4b6859115317f30af667f7313.jpg,cat - scottishfold
6904,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-153895313_jpg.rf.65306e13c6886dc79648306ce71ed472.jpg,cat - scottishfold
6905,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-153895313_jpg.rf.6f65f066740b4aae254df1d9fc00245d.jpg,cat - scottishfold
6906,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-153895313_jpg.rf.e29cb6d560298786cd66deff39c42ef1.jpg,cat - scottishfold
6907,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-188720810_jpg.rf.2762fa474f6c8a60c86d185d269f30e6.jpg,cat - scottishfold
6908,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-188720810_jpg.rf.28c58320bdb4719bfa753fb0977fb25b.jpg,cat - scottishfold
6909,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-188720810_jpg.rf.8d1510c20d04311c8a6c0506dffade81.jpg,cat - scottishfold
6910,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-260687621_jpg.rf.5fe025e90b9b74439bf9c4e00d271046.jpg,cat - scottishfold
6911,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-260687621_jpg.rf.c65727365dd530d62e9d3a2d3b35dcfa.jpg,cat - scottishfold
6912,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-635722673_jpg.rf.3a44549e644dfe67e944a003803fde19.jpg,cat - scottishfold
6913,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-635722673_jpg.rf.7cfa15ce006de0425d45dc54efc0c109.jpg,cat - scottishfold
6914,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-260nw-635722673_jpg.rf.a6503ad91d11bff58b8dddc1a1e10715.jpg,cat - scottishfold
6915,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-the-back-zossia_jpg.rf.584320de6872414d288a95ef39b98cd0.jpg,cat - scottishfold
6916,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-the-back-zossia_jpg.rf.da5e6536f6ce1a8a15c760b223eada23.jpg,cat - scottishfold
6917,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-on-the-back-zossia_jpg.rf.e5c80a071711db472b546248cec84e4f.jpg,cat - scottishfold
6918,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-under-260nw-431036290_jpg.rf.3ae08b72e7e44b7e8d028d802621e812.jpg,cat - scottishfold
6919,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-under-260nw-431036290_jpg.rf.69307eeb434412207ec2a4a554f2e0ac.jpg,cat - scottishfold
6920,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-lying-under-260nw-431036290_jpg.rf.937e440409991538e734b1c053b95515.jpg,cat - scottishfold
6921,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-sofa-260nw-1891959112_jpg.rf.30d693a233285a85fe2a595215043da4.jpg,cat - scottishfold
6922,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-sofa-260nw-1891959112_jpg.rf.33e68f5b5f76f0546df281601d16dc57.jpg,cat - scottishfold
6923,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-sofa-260nw-1891959112_jpg.rf.d190132e7f536f05896bd41aa81ccfc5.jpg,cat - scottishfold
6924,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-130959791_jpg.rf.5fe26098e48579b3bc2321be7b148f5a.jpg,cat - scottishfold
6925,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-130959791_jpg.rf.b951f290c5abc13f9cd0b1b204229820.jpg,cat - scottishfold
6926,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-130959791_jpg.rf.dfc2350946786b13f0563267dd9d59e2.jpg,cat - scottishfold
6927,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-263383553_jpg.rf.310281cce1ddc32a4e7f424eafdbe964.jpg,cat - scottishfold
6928,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-263383553_jpg.rf.9563adb04815b448c30e6ec669090689.jpg,cat - scottishfold
6929,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-263383553_jpg.rf.bdcab9872183aa75c78e1e5f3c89e5eb.jpg,cat - scottishfold
6930,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-54468217_jpg.rf.28907bf749ace3ca64ba7ccc29972cd3.jpg,cat - scottishfold
6931,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-54468217_jpg.rf.720c754394a2a6eb5deb6b582d0a8805.jpg,cat - scottishfold
6932,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-on-white-260nw-54468217_jpg.rf.fff79d961a42aef135ec031233132b2e.jpg,cat - scottishfold
6933,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-garden-260nw-1618939579_jpg.rf.6e7ad5d2420e914c1fbb13194ec333e5.jpg,cat - scottishfold
6934,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-garden-260nw-1618939579_jpg.rf.b1cc259e2ca0fd1d2e02d3e9fdeb998a.jpg,cat - scottishfold
6935,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-garden-260nw-1618939579_jpg.rf.e0559872ffccc260da63cac6ef2fedc6.jpg,cat - scottishfold
6936,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-on-260nw-592156451_jpg.rf.283d060a716a92464e985c964de6ee05.jpg,cat - scottishfold
6937,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-on-260nw-592156451_jpg.rf.45cc5f661b76632fe125ee69b2617387.jpg,cat - scottishfold
6938,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-on-260nw-592156451_jpg.rf.e27033a4e654f3bda3246c6bb8bf71b6.jpg,cat - scottishfold
6939,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-selective-260nw-467645195_jpg.rf.119b5c0915de6715a0386d097287ca71.jpg,cat - scottishfold
6940,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-selective-260nw-467645195_jpg.rf.88d109b3cb0222234ea341be9e251b6d.jpg,cat - scottishfold
6941,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-playing-selective-260nw-467645195_jpg.rf.f9956a664f425b330e987707c7232cf4.jpg,cat - scottishfold
6942,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sits-on-260nw-1685463874_jpg.rf.022e2d05c18673e8580942bbaa1dfc7d.jpg,cat - scottishfold
6943,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sits-on-260nw-1685463874_jpg.rf.1fd72e331f18d95f45f6242fdeb2016b.jpg,cat - scottishfold
6944,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sits-on-260nw-1685463874_jpg.rf.d4dc660c7570837163904a5832be33ae.jpg,cat - scottishfold
6945,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-like-260nw-777352891_jpg.rf.03ea0509c38fbf4034ad97a3fa3620ef.jpg,cat - scottishfold
6946,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-like-260nw-777352891_jpg.rf.190aa02618c53b3fa0d2fa37c1a9c072.jpg,cat - scottishfold
6947,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-like-260nw-777352891_jpg.rf.9b43fef3a6089465eed95dc90cf30c42.jpg,cat - scottishfold
6948,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-on-260nw-199224962_jpg.rf.4666a97b5cbc8bb2eac50298ac5d06e0.jpg,cat - scottishfold
6949,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-on-260nw-199224962_jpg.rf.a8462d962c00c73716bd910ec86ea3bf.jpg,cat - scottishfold
6950,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sitting-on-260nw-199224962_jpg.rf.ecb9a6a0204851bd14bd9d96e32c4502.jpg,cat - scottishfold
6951,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sofa-cute-lying-couch-looking-somewhere-ah_jpg.rf.09c153f5dc863fa32986818aa0090b9c.jpg,cat - scottishfold
6952,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sofa-cute-lying-couch-looking-somewhere-ah_jpg.rf.4dfdd23c7d591fde8879f6dbf619c078.jpg,cat - scottishfold
6953,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-sofa-cute-lying-couch-looking-somewhere-ah_jpg.rf.d49bd775726c675f834e6f187e5b18e9.jpg,cat - scottishfold
6954,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-squat-on-260nw-1229378989_jpg.rf.3cf34e46850ffbcd936a190076b5eb33.jpg,cat - scottishfold
6955,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-squat-on-260nw-1229378989_jpg.rf.f5a35bcf03fa3ef889a24ecdf0b2bbcd.jpg,cat - scottishfold
6956,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-squat-on-260nw-1229378989_jpg.rf.f9fd70f7697e159a017571aff1a74168.jpg,cat - scottishfold
6957,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-walking-on-260nw-122248750_jpg.rf.4c348a1a3c53e0388cf8ee8aac4d4fad.jpg,cat - scottishfold
6958,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-walking-on-260nw-122248750_jpg.rf.d4423eb27090ff2d18372d273a498203.jpg,cat - scottishfold
6959,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-walking-on-260nw-122248750_jpg.rf.f2ea3ddc9ac9cb7cf1311fdef20b7150.jpg,cat - scottishfold
6960,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-white-and-grey-tabby-cat-wallpaper-preview_jpg.rf.5102880bbc09506c0f33a5235d8c1385.jpg,cat - scottishfold
6961,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-white-and-grey-tabby-cat-wallpaper-preview_jpg.rf.867e13c5cbde5861535434c5a1e38867.jpg,cat - scottishfold
6962,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-white-and-grey-tabby-cat-wallpaper-preview_jpg.rf.a5b1308da84f11a75b5ce533c0d9c914.jpg,cat - scottishfold
6963,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-yellow-eyes-260nw-425040355_jpg.rf.c58d5774e470b7ad2c7338aa40b05b51.jpg,cat - scottishfold
6964,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-yellow-eyes-260nw-425040355_jpg.rf.c89243d066fbad4c67f58fb895ac5f7c.jpg,cat - scottishfold
6965,../Data/preprocessed\cat - scottishfold\scottish-fold-cat-yellow-eyes-260nw-425040355_jpg.rf.efd34b54ceb98f6a8fb8934f2f3bbffe.jpg,cat - scottishfold
6966,../Data/preprocessed\cat - scottishfold\scottish-fold-cats-silver-gradient-cat-animal-pets_jpg.rf.2a932561c61423b5f09263a6a7d2e2c0.jpg,cat - scottishfold
6967,../Data/preprocessed\cat - scottishfold\scottish-fold-cats-silver-gradient-cat-animal-pets_jpg.rf.66ac4e55f9c0de4c9fe3fd7424093924.jpg,cat - scottishfold
6968,../Data/preprocessed\cat - scottishfold\scottish-fold-cats-silver-gradient-cat-animal-pets_jpg.rf.abca79ce5a168b5abd498c26c2bc385a.jpg,cat - scottishfold
6969,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-130389962_jpg.rf.05619e693d1e124064da47190e8778a7.jpg,cat - scottishfold
6970,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-130389962_jpg.rf.dad8c42edbf3d354d0eb9ec13e34abfa.jpg,cat - scottishfold
6971,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-130389962_jpg.rf.ea5358b462a9263a70232322b94d9975.jpg,cat - scottishfold
6972,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-24872299_jpg.rf.34dee91ad99acca41115ea6f2ac40db7.jpg,cat - scottishfold
6973,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-24872299_jpg.rf.7fc5031361e0ef3f642dc62bdeeace7f.jpg,cat - scottishfold
6974,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-24872299_jpg.rf.a0cfaaf2b5152b3c83928545b9f8156a.jpg,cat - scottishfold
6975,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-579877090_jpg.rf.286db26002f6b71b7bed928ee716ff0d.jpg,cat - scottishfold
6976,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-579877090_jpg.rf.92c368f64311dcccaa82689bd475791f.jpg,cat - scottishfold
6977,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-260nw-579877090_jpg.rf.c0d20948368e865407f1e1e658c2b3bd.jpg,cat - scottishfold
6978,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-4-months-260nw-64219420_jpg.rf.04b3fb6c24f743e780d0729a6c4a47f3.jpg,cat - scottishfold
6979,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-4-months-260nw-64219420_jpg.rf.8f46139e6879be69a5b49e9178dea636.jpg,cat - scottishfold
6980,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-4-months-260nw-64219420_jpg.rf.debae297136c2017fb84d5900fb35736.jpg,cat - scottishfold
6981,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-blue-color-260nw-553840453_jpg.rf.08033b940955b7a48627f73ef7c8272b.jpg,cat - scottishfold
6982,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-blue-color-260nw-553840453_jpg.rf.53cff90238c303ef34a13c29f097fa93.jpg,cat - scottishfold
6983,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-blue-color-260nw-553840453_jpg.rf.886825fc8625978692a7d3f61eedc795.jpg,cat - scottishfold
6984,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-light-color-260nw-1941222649_jpg.rf.291ca8e69ae3ee7d9f76b377eece6cf0.jpg,cat - scottishfold
6985,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-light-color-260nw-1941222649_jpg.rf.3a5f71b98abf4d73c2c509f18ca9e690.jpg,cat - scottishfold
6986,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-light-color-260nw-1941222649_jpg.rf.6c32800642a402c0da3a1968423aaac2.jpg,cat - scottishfold
6987,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-lying-isolated-260nw-655873303_jpg.rf.ad2f2a98a14cb84d73242968d9ef1403.jpg,cat - scottishfold
6988,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-lying-isolated-260nw-655873303_jpg.rf.c19f830cfe3a389587862ee6e080846e.jpg,cat - scottishfold
6989,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-lying-isolated-260nw-655873303_jpg.rf.ed27ab58ea7590d9ce1161bdedb24df1.jpg,cat - scottishfold
6990,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-background-260nw-1955897134_jpg.rf.324973dcacc12c862c553659630fbf67.jpg,cat - scottishfold
6991,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-background-260nw-1955897134_jpg.rf.addc62cd5f6e6a1acb43f7b54d9797a3.jpg,cat - scottishfold
6992,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-background-260nw-1955897134_jpg.rf.f24a0a33b40fbb441db9ebf7d6854dd7.jpg,cat - scottishfold
6993,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-green-260nw-71087776_jpg.rf.3647720224a10eed53f1a2f0528713a1.jpg,cat - scottishfold
6994,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-green-260nw-71087776_jpg.rf.8e6c70ab34c59bccd0708d89ae1373c3.jpg,cat - scottishfold
6995,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-green-260nw-71087776_jpg.rf.cab6f840c02f23a4bee34486f80c9da4.jpg,cat - scottishfold
6996,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-mirror-260nw-186792047_jpg.rf.904ab8321e07a2e73992736e83776030.jpg,cat - scottishfold
6997,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-mirror-260nw-186792047_jpg.rf.be4e70355387169c16c286d6b512d146.jpg,cat - scottishfold
6998,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-on-mirror-260nw-186792047_jpg.rf.f17db082f64465be61da95c072b14464.jpg,cat - scottishfold
6999,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-play-on-260nw-105407042_jpg.rf.437deee215f59f16905b528e16c104f4.jpg,cat - scottishfold
7000,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-play-on-260nw-105407042_jpg.rf.50507dedb88ded7a5d09d02ad9e5ac1b.jpg,cat - scottishfold
7001,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-play-on-260nw-105407042_jpg.rf.fb09ad4f529f05e5f7dc67c259a2dcdd.jpg,cat - scottishfold
7002,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-playing-toy-260nw-1893186787_jpg.rf.13d13a3acfe845b2fe015d0fb7ed5745.jpg,cat - scottishfold
7003,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-playing-toy-260nw-1893186787_jpg.rf.5087f7f43bbbc300341ae4c439edfa9a.jpg,cat - scottishfold
7004,../Data/preprocessed\cat - scottishfold\scottish-fold-kitten-playing-toy-260nw-1893186787_jpg.rf.f83663a144a8e632d926ccfa886045f3.jpg,cat - scottishfold
7005,../Data/preprocessed\cat - scottishfold\scottish-fold-longhair-bicolor-cat-260nw-1072933367_jpg.rf.1af302fcf6ab3ecdaacc9ead0f29c2da.jpg,cat - scottishfold
7006,../Data/preprocessed\cat - scottishfold\scottish-fold-longhair-bicolor-cat-260nw-1072933367_jpg.rf.4c2cc7f5ccc066be21d8a07ea4c524d6.jpg,cat - scottishfold
7007,../Data/preprocessed\cat - scottishfold\scottish-fold-longhair-bicolor-cat-260nw-1072933367_jpg.rf.6d5626eceb61f03d4f399d15b7e85e80.jpg,cat - scottishfold
7008,../Data/preprocessed\cat - scottishfold\scottish-fold-lying-near-pink-260nw-1339164287_jpg.rf.9414c0c8ae9895da2ec6047a2b34f5bd.jpg,cat - scottishfold
7009,../Data/preprocessed\cat - scottishfold\scottish-fold-lying-near-pink-260nw-1339164287_jpg.rf.aecf0f0cdeca08f1c12b53277467dadb.jpg,cat - scottishfold
7010,../Data/preprocessed\cat - scottishfold\scottish-fold-lying-near-pink-260nw-1339164287_jpg.rf.af68c4b7c988db9e98605e1d58e6b347.jpg,cat - scottishfold
7011,../Data/preprocessed\cat - scottishfold\scottish-fold-on-green-background-260nw-91978325_jpg.rf.255a96282619f5df830aa07f982f4863.jpg,cat - scottishfold
7012,../Data/preprocessed\cat - scottishfold\scottish-fold-on-green-background-260nw-91978325_jpg.rf.6dcaab0faa0b6f7abea4d22fcd6fae97.jpg,cat - scottishfold
7013,../Data/preprocessed\cat - scottishfold\scottish-fold-on-green-background-260nw-91978325_jpg.rf.74e17e893c36e8f83e15a4b92f126603.jpg,cat - scottishfold
7014,../Data/preprocessed\cat - scottishfold\scottish-fold-on-grey-background-260nw-91955459_jpg.rf.5a6c2ec87984e66fa20ae40fcdffb307.jpg,cat - scottishfold
7015,../Data/preprocessed\cat - scottishfold\scottish-fold-on-grey-background-260nw-91955459_jpg.rf.85e0fc8618103b5a77964f31ae74092f.jpg,cat - scottishfold
7016,../Data/preprocessed\cat - scottishfold\scottish-fold-on-grey-background-260nw-91955459_jpg.rf.f03a3510715ffb90bb368c31803b6915.jpg,cat - scottishfold
7017,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-81048115_jpg.rf.615467189ecf9d0340be1108430c9d27.jpg,cat - scottishfold
7018,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-81048115_jpg.rf.af76a75abc1a6196dbaf4db944dc60ce.jpg,cat - scottishfold
7019,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-81048115_jpg.rf.d1b634a7bd900d54e68fc37ad788a7d2.jpg,cat - scottishfold
7020,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-96333311_jpg.rf.3ea783a74a40cdbc7f4b8e5c518ea8f7.jpg,cat - scottishfold
7021,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-96333311_jpg.rf.6e7c184686c63c9ef938611d9cf16ef2.jpg,cat - scottishfold
7022,../Data/preprocessed\cat - scottishfold\scottish-fold-on-orange-background-260nw-96333311_jpg.rf.ac10e52aefb1e98a85c698a27b8e7ac9.jpg,cat - scottishfold
7023,../Data/preprocessed\cat - scottishfold\scottish-fold-on-sofa-british-260nw-385808017_jpg.rf.7b56375751cfe6fcbc43c934d4b9a49e.jpg,cat - scottishfold
7024,../Data/preprocessed\cat - scottishfold\scottish-fold-on-sofa-british-260nw-385808017_jpg.rf.d06a5f7e6b3fc8111e7f1ac100e28a13.jpg,cat - scottishfold
7025,../Data/preprocessed\cat - scottishfold\scottish-fold-on-sofa-british-260nw-385808017_jpg.rf.d9a4a78aaba58ecd292ebab662c98cbe.jpg,cat - scottishfold
7026,../Data/preprocessed\cat - scottishfold\scottish-fold-on-white-background-260nw-136461095_jpg.rf.29c1b1c54e743e77897fb3af79f7d152.jpg,cat - scottishfold
7027,../Data/preprocessed\cat - scottishfold\scottish-fold-on-white-background-260nw-136461095_jpg.rf.3efdfa32716fa6269d58e6ed4d606d92.jpg,cat - scottishfold
7028,../Data/preprocessed\cat - scottishfold\scottish-fold-on-white-background-260nw-136461095_jpg.rf.f1aa4ca76d285f1a62dc43f3406e6da7.jpg,cat - scottishfold
7029,../Data/preprocessed\cat - scottishfold\scottish-fold-pryamouhy-blue-marble-260nw-1021896748_jpg.rf.0d9ebab96617c65918a572c446b2082d.jpg,cat - scottishfold
7030,../Data/preprocessed\cat - scottishfold\scottish-fold-pryamouhy-blue-marble-260nw-1021896748_jpg.rf.97ab2412c8ef470ea27516991b2fa861.jpg,cat - scottishfold
7031,../Data/preprocessed\cat - scottishfold\scottish-fold-pryamouhy-blue-marble-260nw-1021896748_jpg.rf.f978c89307aca41145b4c7cc041afae5.jpg,cat - scottishfold
7032,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-cat-on-260nw-1432706735_jpg.rf.8cbf0cfd9b2dfc1ac49366f261601bce.jpg,cat - scottishfold
7033,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-cat-on-260nw-1432706735_jpg.rf.9e3df0c3988f8873dec16de4dda5a3bc.jpg,cat - scottishfold
7034,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-cat-on-260nw-1432706735_jpg.rf.b05f033b30955f2d7f32f88250ee8f19.jpg,cat - scottishfold
7035,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-cat-resting-on-chair-picture-id46838_jpeg.rf.662be381e4b33912c3e4903d1bd353d0.jpg,cat - scottishfold
7036,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-cat-resting-on-chair-picture-id46838_jpeg.rf.9e03fb2423b643979b7c5ed873892036.jpg,cat - scottishfold
7037,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-silver-tabby-260nw-1081601813_jpg.rf.1917891e8ad050c3b28e558b8594c6ab.jpg,cat - scottishfold
7038,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-silver-tabby-260nw-1081601813_jpg.rf.6ff1e7a82d3045f5174b9bcf034335b0.jpg,cat - scottishfold
7039,../Data/preprocessed\cat - scottishfold\scottish-fold-shorthair-silver-tabby-260nw-1081601813_jpg.rf.87b1685233e9f1e39f14994a591269c4.jpg,cat - scottishfold
7040,../Data/preprocessed\cat - scottishfold\scottish-kittens-260nw-135058748_jpg.rf.1d9d72bb666f3402e851e0a08d3fb31d.jpg,cat - scottishfold
7041,../Data/preprocessed\cat - scottishfold\scottish-kittens-260nw-135058748_jpg.rf.d3b7d2ca21ee176cc68660a2a4e997a1.jpg,cat - scottishfold
7042,../Data/preprocessed\cat - scottishfold\scottish-kittens-260nw-135058748_jpg.rf.dc2201f6d4617ea871c062d4f430e25a.jpg,cat - scottishfold
7043,../Data/preprocessed\cat - scottishfold\scottish-kittens-together-on-background-260nw-1810625704_jpg.rf.270d4c3af6588d8b5e5edb2832aee83c.jpg,cat - scottishfold
7044,../Data/preprocessed\cat - scottishfold\scottish-kittens-together-on-background-260nw-1810625704_jpg.rf.8d5ab457dad074aca65d030e3b9a9a3b.jpg,cat - scottishfold
7045,../Data/preprocessed\cat - scottishfold\scottish-kittens-together-on-background-260nw-1810625704_jpg.rf.ea75f63fbe6d0e03e821e19530bf84a9.jpg,cat - scottishfold
7046,../Data/preprocessed\cat - scottishfold\scottish-shorthair-cat-on-gray-260nw-174518741_jpg.rf.010639d0f8d1ec6db68b4d63d3156871.jpg,cat - scottishfold
7047,../Data/preprocessed\cat - scottishfold\scottish-shorthair-cat-on-gray-260nw-174518741_jpg.rf.03d2699a0f24a13c409b83474f69a576.jpg,cat - scottishfold
7048,../Data/preprocessed\cat - scottishfold\set-scottish-fold-grey-cat-260nw-196085102_jpg.rf.4afa7a163f660efd6b9c60ef4e2a2a11.jpg,cat - scottishfold
7049,../Data/preprocessed\cat - scottishfold\set-scottish-fold-grey-cat-260nw-196085102_jpg.rf.913a0e76d3cd588261cf1c487de5487c.jpg,cat - scottishfold
7050,../Data/preprocessed\cat - scottishfold\set-scottish-fold-grey-cat-260nw-196085102_jpg.rf.d5776315c85adc8a0883e5382af8683a.jpg,cat - scottishfold
7051,../Data/preprocessed\cat - scottishfold\shotlandskaja-vislouhaja-koshka_jpg.rf.218dbe9af747f4b82c8fd85e6b4cd60f.jpg,cat - scottishfold
7052,../Data/preprocessed\cat - scottishfold\shotlandskaja-vislouhaja-koshka_jpg.rf.3857a65be6a65dc3a62200853b90f0cd.jpg,cat - scottishfold
7053,../Data/preprocessed\cat - scottishfold\shotlandskaja-vislouhaja-koshka_jpg.rf.aa27331d6efdb02c9c383f85869a80bf.jpg,cat - scottishfold
7054,../Data/preprocessed\cat - scottishfold\silver-tabby-breed-scottish-fold-260nw-296272394_jpg.rf.2bf5c80d0f4466c9d3c12437593f37aa.jpg,cat - scottishfold
7055,../Data/preprocessed\cat - scottishfold\silver-tabby-breed-scottish-fold-260nw-296272394_jpg.rf.549d407e110943543846c8919387a9d9.jpg,cat - scottishfold
7056,../Data/preprocessed\cat - scottishfold\silver-tabby-breed-scottish-fold-260nw-296272394_jpg.rf.93e94593868fcb1c27c20e09f9014b99.jpg,cat - scottishfold
7057,../Data/preprocessed\cat - scottishfold\small-brown-striped-scottish-fold-260nw-777351154_jpg.rf.419054c4c3a3e677849e52774584be93.jpg,cat - scottishfold
